time (seconds),encoderLeft (meters),encoderRight (meters)
41.902,4.156801700592041,0.36089831590652466
42.002,4.166800498962402,0.37089699506759644
42.102,4.176799297332764,0.3808957040309906
42.202,4.186798095703125,0.3908943831920624
42.302,4.196697235107422,0.4007931649684906
42.403,4.196699619293213,0.40079668164253235
42.504,4.1966986656188965,0.4007953703403473
42.602,4.196697235107422,0.4007940888404846
42.706,4.1966962814331055,0.40079277753829956
42.802,4.196694850921631,0.4007914662361145
42.902,4.1966938972473145,0.40079012513160706
43,4.196692943572998,0.40078890323638916
43.102,4.196691513061523,0.4007875621318817
43.202,4.196690559387207,0.40078631043434143
43.302,4.196689128875732,0.40078499913215637
43.402,4.196688175201416,0.4007836878299713
43.502,4.196686744689941,0.40078240633010864
43.603,4.196685791015625,0.4007810950279236
43.702,4.19668436050415,0.4007797837257385
43.802,4.196683406829834,0.40077850222587585
43.903,4.196681976318359,0.4007771909236908
44.001,4.196681022644043,0.4007759392261505
44.101,4.196680068969727,0.40077459812164307
44.187,4.196678638458252,0.4007733464241028
44.301,4.1966776847839355,0.4007720649242401
44.404,4.196676254272461,0.40077075362205505
44.502,4.1966753005981445,0.40076950192451477
44.603,4.196674346923828,0.4007681906223297
44.701,4.1966729164123535,0.40076693892478943
44.799,4.196671962738037,0.40076562762260437
44.903,4.1966705322265625,0.4007643163204193
45.002,4.196669578552246,0.40076300501823425
45.102,4.196656703948975,0.40077337622642517
45.203,4.195481777191162,0.40194639563560486
45.298,4.194305896759033,0.4031201899051666
45.402,4.193130016326904,0.4042939841747284
45.502,4.191954135894775,0.4054677188396454
45.602,4.190778732299805,0.40664154291152954
45.701,4.189602851867676,0.4078153073787689
45.803,4.188426971435547,0.4089891314506531
45.901,4.1873626708984375,0.4102502763271332
46.002,4.197356700897217,0.42024457454681396
46.101,4.207355499267578,0.43024325370788574
46.199,4.217353820800781,0.4402419328689575
46.302,4.227352619171143,0.4502406120300293
46.4,4.237351417541504,0.4602392613887787
46.502,4.247350215911865,0.47023794054985046
46.602,4.257349014282227,0.480236679315567
46.702,4.267347812652588,0.4902353882789612
46.802,4.277346611022949,0.500234067440033
46.902,4.2873454093933105,0.5102327466011047
47.002,4.297344207763672,0.5202314257621765
47.1,4.307343006134033,0.5302301645278931
47.202,4.3173418045043945,0.5402289032936096
47.302,4.327240943908691,0.5501276850700378
47.4,4.327243328094482,0.5501308441162109
47.502,4.327242374420166,0.5501295924186707
47.601,4.327240943908691,0.5501282811164856
47.702,4.327239990234375,0.5501270294189453
47.802,4.327239036560059,0.5501257181167603
47.902,4.327237606048584,0.5501244068145752
48.002,4.327236652374268,0.5501231551170349
48.102,4.327235221862793,0.5501219034194946
48.202,4.327234268188477,0.5501205325126648
48.302,4.327232837677002,0.5501192808151245
48.401,4.3272318840026855,0.5501179695129395
48.502,4.327230930328369,0.5501166582107544
48.602,4.3272294998168945,0.5501153469085693
48.702,4.327228546142578,0.550114095211029
48.795,4.3272271156311035,0.550112783908844
48.902,4.327226161956787,0.5501114726066589
49.003,4.3272247314453125,0.5501101613044739
49.103,4.327223777770996,0.5501088500022888
49.199,4.3272223472595215,0.5501075387001038
49.294,4.327221393585205,0.5501062870025635
49.381,4.3272199630737305,0.5501049757003784
49.502,4.327219009399414,0.5501036643981934
49.602,4.327218055725098,0.5501024127006531
49.702,4.327216625213623,0.550101101398468
49.8,4.327215671539307,0.5500998497009277
49.901,4.327214241027832,0.5500985383987427
50.002,4.327201843261719,0.5501088500022888
50.102,4.326026439666748,0.5512819290161133
50.202,4.324851036071777,0.552455723285675
50.302,4.32378625869751,0.5537168979644775
50.399,4.333780288696289,0.5637111067771912
50.502,4.34377908706665,0.5737097859382629
50.602,4.353777885437012,0.5837084650993347
50.702,4.363776683807373,0.5937071442604065
50.788,4.373775005340576,0.6037057638168335
50.901,4.3837738037109375,0.6137044429779053
51.002,4.393772602081299,0.623703122138977
51.102,4.40377140045166,0.6337018609046936
51.202,4.41377067565918,0.6437005400657654
51.301,4.423768997192383,0.6536992192268372
51.4,4.433768272399902,0.6636979579925537
51.501,4.443767070770264,0.6736966967582703
51.602,4.453765869140625,0.683695375919342
51.702,4.463764667510986,0.6936940550804138
51.8,4.473763465881348,0.7036927342414856
51.9,4.483662128448486,0.7135915160179138
52.002,4.4836649894714355,0.713594913482666
52.102,4.483663558959961,0.7135935425758362
52.202,4.4836626052856445,0.7135922908782959
52.302,4.483661651611328,0.7135909795761108
52.402,4.4836602210998535,0.7135896682739258
52.502,4.483659267425537,0.7135884165763855
52.6,4.4836578369140625,0.7135871052742004
52.701,4.483656883239746,0.7135858535766602
52.801,4.4836554527282715,0.7135845422744751
52.902,4.483654499053955,0.71358323097229
53.002,4.4836530685424805,0.713581919670105
53.088,4.483652114868164,0.7135806679725647
53.202,4.483651161193848,0.7135792970657349
53.301,4.483649730682373,0.7135780453681946
53.402,4.483648777008057,0.7135767340660095
53.499,4.483647346496582,0.7135754823684692
53.602,4.483646392822266,0.7135741710662842
53.701,4.483644962310791,0.7135728597640991
53.798,4.483644008636475,0.7135715484619141
53.902,4.483642578125,0.713570237159729
54.002,4.483641624450684,0.713568925857544
54.101,4.483640670776367,0.7135676741600037
54.201,4.483639240264893,0.7135663628578186
54.302,4.483638286590576,0.7135650515556335
54.402,4.483636856079102,0.7135637402534485
54.502,4.483635902404785,0.7135624885559082
54.601,4.4836344718933105,0.7135611772537231
54.702,4.483633518218994,0.7135598659515381
54.802,4.4836320877075195,0.713558554649353
54.902,4.483642578125,0.7135456800460815
54.99,4.48481559753418,0.7123700976371765
55.103,4.485989093780518,0.7111936807632446
55.202,4.487162113189697,0.7100173234939575
55.303,4.488335609436035,0.7088409662246704
55.402,4.489509105682373,0.7076645493507385
55.502,4.490682601928711,0.7064881920814514
55.602,4.491856098175049,0.7053117752075195
55.702,4.493117332458496,0.7042468786239624
55.802,4.50311279296875,0.7142397165298462
55.9,4.513111591339111,0.7242383360862732
56.001,4.523110389709473,0.7342369556427002
56.102,4.533109188079834,0.7442355751991272
56.203,4.543107986450195,0.7542341947555542
56.302,4.553106784820557,0.7642328143119812
56.403,4.563105583190918,0.7742314338684082
56.503,4.573104381561279,0.7842300534248352
56.602,4.583103179931641,0.794228732585907
56.702,4.593101978302002,0.8042274117469788
56.801,4.603100776672363,0.8142260909080505
56.901,4.613099575042725,0.8242247700691223
57.003,4.623098373413086,0.8342235088348389
57.102,4.633097171783447,0.8442221879959106
57.201,4.643095970153809,0.8542209267616272
57.302,4.65309476852417,0.864219605922699
57.402,4.663093566894531,0.8742182850837708
57.491,4.673092365264893,0.8842169642448425
57.602,4.683091163635254,0.8942157030105591
57.701,4.693089962005615,0.9042143821716309
57.802,4.702989101409912,0.9141131639480591
57.902,4.702991485595703,0.9141163229942322
58.001,4.702990531921387,0.9141150116920471
58.1,4.702989101409912,0.9141137003898621
58.2,4.702988147735596,0.914112389087677
58.302,4.702986717224121,0.9141110777854919
58.402,4.702985763549805,0.9141097664833069
58.495,4.70298433303833,0.9141084551811218
58.601,4.702983379364014,0.9141072034835815
58.697,4.702982425689697,0.9141058921813965
58.802,4.702980995178223,0.9141045808792114
58.901,4.702980041503906,0.9141032695770264
59.002,4.702978610992432,0.9141019582748413
59.102,4.702977657318115,0.9141005873680115
59.201,4.702976226806641,0.9140993356704712
59.302,4.702975273132324,0.9140980243682861
59.402,4.70297384262085,0.9140967130661011
59.5,4.702972888946533,0.914095401763916
59.606,4.702971458435059,0.914094090461731
59.702,4.702970504760742,0.9140928387641907
59.802,4.702969551086426,0.9140915274620056
59.902,4.702968120574951,0.9140902161598206
60.002,4.702967166900635,0.9140889048576355
60.102,4.70296573638916,0.9140875935554504
60.202,4.702964782714844,0.9140862822532654
60.302,4.702963352203369,0.9140849709510803
60.402,4.702962398529053,0.91408371925354
60.5,4.702960968017578,0.914082407951355
60.601,4.702960014343262,0.9140810966491699
60.7,4.702970504760742,0.9140681624412537
60.801,4.704143047332764,0.9128925204277039
60.901,4.705316543579102,0.9117161631584167
61.002,4.7064900398254395,0.9105397462844849
61.102,4.707663536071777,0.9093634486198425
61.202,4.708836555480957,0.9081870317459106
61.301,4.710010051727295,0.9070106744766235
61.396,4.711183547973633,0.9058342576026917
61.502,4.712357044219971,0.9046579003334045
61.602,4.713530540466309,0.9034814834594727
61.702,4.7147040367126465,0.9023051261901855
